#AddPrincipalToRole,containerClass,containerName,role,principalNameOrDN,serviceName,useSharedTeam
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,电芯PM,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,制造代表,60003060,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,制造代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,工艺工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,工艺工程师,60006009,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,计划控制专员,60003060,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,物料控制专员,60007879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,物料控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,物料控制专员,60001243,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,物料控制专员,60004565,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,生产主管,60000212,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,生产主管,60004022,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,财务代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,商务专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,售后工程师,60004852,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XDL,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,项目经理,60001942,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,项目助理,60006010,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,销售代表,60008913,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,质量代表,60005553,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,产品质量工程师,60005553,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,产品安全工程师,60001140,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,可靠性工程师,60001140,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,PMO,60001351,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,开发代表,60006499,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,系统工程师,60006499,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,EE系统工程师,60009457,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,软件工程师,60000361,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,软件工程师,60008805,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,硬件工程师,60000412,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,硬件工程师,60000400,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,元器件工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,线束工程师,60007824,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,结构工程师,60002152,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,结构工程师,60002586,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,热管理&仿真工程师,60000176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,电芯PM,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,制造代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,制造代表,60003060,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,工艺工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,工艺工程师,60002650,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,计划控制专员,60003060,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,物料控制专员,60007879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,物料控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,物料控制专员,60001243,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,物料控制专员,60004565,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,生产主管,60004022,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,生产主管,60000212,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,财务代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,商务专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,售后工程师,60000116,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,XLV,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,项目经理,60001942,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,项目助理,60006010,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,销售代表,60008913,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,产品质量工程师,60000419,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,产品安全工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,可靠性工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,PMO,60001351,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,系统工程师,60002828,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,EE系统工程师,60000154,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,软件工程师,60000361,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,硬件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,线束工程师,60000876,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,结构工程师,60000434,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,认证工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,电芯PM,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,制造代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,工艺工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,工业工程师,60001305,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,计划控制专员,60003187,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,物料控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,生产主管,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,财务代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,成本工程师,60000907,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,商务专员,60000490,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,售后工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,FKC,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,项目助理,60000061,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,销售代表,60008914,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,质量代表,60000419,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,产品质量工程师,60000419,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,产品安全工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,可靠性工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,PMO,60001351,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,系统工程师,60002488,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,系统工程师,60002390,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,EE系统工程师,60000154,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,EE系统工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,EE系统工程师,60009675,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,软件工程师,60004879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,硬件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,硬件工程师,60000122,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,线束工程师,60000843,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,结构工程师,60000434,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,结构工程师,60003035,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,认证工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,热管理&仿真工程师,60000176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,测试工程师,60007076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,电芯PM,60002281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,制造代表,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,制造代表,60000222,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,制造代表,60000113,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,工艺工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,设备工程师,60001336,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,计划控制专员,60003060,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,物料控制专员,60000129,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,物料控制专员,60002150,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,物料控制专员,60002831,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,生产主管,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,财务代表,60000492,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,商务专员,60000429,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,售后工程师,60006294,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,售后工程师,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SYX,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,项目助理,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,销售代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,质量代表,60005553,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,产品质量工程师,60005553,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,产品安全工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,可靠性工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,PMO,60001351,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,系统工程师,60007728,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,系统工程师,60003203,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,EE系统工程师,60000154,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,EE系统工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,软件工程师,60004879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,软件工程师,60007724,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,硬件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,硬件工程师,60000122,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,线束工程师,60000535,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,线束工程师,60004942,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,线束工程师,60005810,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,结构工程师,60000434,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,结构工程师,60002586,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,结构工程师,60007197,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,结构工程师,60009664,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,结构工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,认证工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,热管理&仿真工程师,60000176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,测试工程师,60007076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,电芯PM,60004557,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,电芯PM,60002281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,制造代表,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,制造代表,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,工艺工程师,60009655,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,工艺工程师,60004935,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,设备工程师,60004888,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,物料控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,物料控制专员,60007879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,物料控制专员,60001243,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,生产主管,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,生产主管,60000321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,生产主管,60004022,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,财务代表,60000492,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,客服代表,60000877,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,客服代表,60000878,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,商务专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,售后工程师,60006294,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,售后工程师,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,售后工程师,60008522,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,产品经理,60000264,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDQ,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NSS,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NSS,项目助理,60000061,,
